COMP,REGIAO,UF,MUNICIPIO,MOTIVO_DESABILITACAO,CNES,NOME_ESTABELECIMENTO,RAZAO_SOCIAL,TP_GESTAO,CO_TIPO_UNIDADE,DS_TIPO_UNIDADE,NATUREZA_JURIDICA,DESC_NATUREZA_JURIDICA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NO_EMAIL,LEITOS_EXISTENTES,LEITOS_SUS,UTI_TOTAL_EXIST,UTI_TOTAL_SUS,UTI_ADULTO_EXIST,UTI_ADULTO_SUS,UTI_PEDIATRICO_EXIST,UTI_PEDIATRICO_SUS,UTI_NEONATAL_EXIST,UTI_NEONATAL_SUS,UTI_QUEIMADO_EXIST,UTI_QUEIMADO_SUS,UTI_CORONARIANA_EXIST,UTI_CORONARIANA_SUS,latitude,longitude
202501,NORDESTE,BA,CAMACARI,,2647036,HOSPITAL SANTA HELENA,CLINICA SANTA HELENA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AVENIDA CONCENTRICA,09,,CAMACARI DE DENTRO,42804553,713622 7555,,65,0,10,0,10,0,0,0,0,0,0,0,0,0,-12.6943601,-38.3208113
202501,NORDESTE,BA,SENHOR DO BONFIM,,2770512,HOSPITAL MUNICIPAL DOM ANTONIO MONTEIRO,MUNICIPIO DE SENHOR DO BONFIM,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA DUQUE DE CAXIAS,172,TERREO,CENTRO,48970000,(74)5414121,CORENFHDAM@OUTLOOK.COM,111,93,20,10,10,10,0,0,10,0,0,0,0,0,-10.4629982375294,-40.1910138130188
202501,NORDESTE,BA,ITABUNA,,2772280,HOSPITAL CALIXTO MIDLEJ FILHO,SANTA CASA DE MISERICORDIA DE ITABUNA,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA ANTONIO MUNIZ,200,,PONTALZINHO,45603023,(73)3214 9100,provedoria@scmi.org.br,179,116,33,23,20,10,0,0,0,0,0,0,13,13,-14.7864389354035,-39.2763376235962
202501,NORDESTE,BA,FEIRA DE SANTANA,,2799278,HOSPITAL INACIA PINTO DOS SANTOS,FUNDACAO HOSPITALAR DE FEIRA DE SANTANA,M,7,HOSPITAL ESPECIALIZADO,1155,HOSPITAL_PÚBLICO,RUA DA BARRA,705,ESTABELECIMENTO,JARDIM CRUZEIRO,44024366,(75)36027100,diretoria.hips@fhfs.ba.gov.br,167,156,9,8,0,0,0,0,9,8,0,0,0,0,-12.242445,-38.9781982
202501,NORDESTE,BA,SANTO ANTONIO DE JESUS,,2799286,HOSPITAL MATERNIDADE LUIZ ARGOLO,IRMANDADE DA STA CASA DE MISER DE S ANT DE JESUS,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,LUIZ ARGOLLO,128,,CENTRO,44440002,,,201,166,20,10,20,10,0,0,0,0,0,0,0,0,-12.968007,-39.261131
202501,NORDESTE,BA,FEIRA DE SANTANA,,2799758,HOSPITAL GERAL CLERISTON ANDRADE,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AV EDUARDO FROES DA MOTA,S/N,,35 BI,44094000,(75) 36023300,hgca.dirgeral@saude.ba.gov.br,351,331,91,71,78,58,8,8,5,5,0,0,0,0,-12.2765843409341,-38.940052986145
202501,NORDESTE,BA,RIBEIRA DO POMBAL,,2799790,HOSPITAL GERAL SANTA TEREZA,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,R SALUSTIANO GUERRA RIBEIRA DO POMBAL RIBEIRA DO P,338,,CENTRO,48400000,(75) 32765100,faturamentohgst.sesab@gmail.com,110,100,14,10,10,10,0,0,4,0,0,0,0,0,-10.834,-38.536
202501,NORDESTE,BA,CAMPO FORMOSO,,2799839,HOSPITAL SAO FRANCISCO,UNIAO HOSPITALAR SAO FRANCISCO,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,PRACA FREI LINO GRAFLAGE,258,BLOCOS,CENTRO,44790000,(74)3645 1217,uhsf@uhsf.com.br,115,83,12,10,12,10,0,0,0,0,0,0,0,0,-10.509,-40.321
202501,NORDESTE,BA,LAURO DE FREITAS,,2802023,HOSPITAL GERAL MENANDRO DE FARIA,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,EST COCO KM 45,S/N,,ESTRADA DO COCO,42701260,(71)33692439,,112,112,10,10,10,10,0,0,0,0,0,0,0,0,-12.894,-38.3279
202501,NORDESTE,BA,SALVADOR,,2802082,HOSPITAL JORGE VALENTE,PROMEDICA PATRIMONIAL SA,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,AV ANITA GARIBALDI,2135,,FEDERACAO,40210750,(71) 3203-4333,cristiane.barroso@hjv.com.br,116,0,34,0,18,0,6,0,10,0,0,0,0,0,-12.992682,-38.5070579
202501,NORDESTE,BA,PORTO SEGURO,,2802090,HOSPITAL REGIONAL DEPUTADO LUIS EDUARDO MAGALHAES,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,ROD 367 KM 56 LOT QUINTA DO DESCOBRIMENTO,S/N,,CAMBOLO,45810000,(73)21056494,faturamento.hps@igh.org.br,152,117,30,10,30,10,0,0,0,0,0,0,0,0,-16.42185,-39.101322
202501,NORDESTE,BA,SALVADOR,,2802104,HOSPITAL SANTO ANTONIO,ASSOCIACAO OBRAS SOCIAIS IRMA DULCE,E,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AVENIDA DENDEZEIROS DO BONFIM,161,,BONFIM,40415006,(71) 3310-1111,superintendencia@irmadulce.org,728,728,30,30,20,20,10,10,0,0,0,0,0,0,-13.014771,-38.488061
202501,NORDESTE,BA,ILHEUS,,2802112,HOSPITAL SAO JOSE MATERNIDADE SANTA HELENA,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ILHEUS,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,LADEIRA DA VITORIA,113,,TERESOPOLIS,45652372,(73) 3231-1015,faturamento.hsj@hotmail.com,193,89,10,6,10,6,0,0,0,0,0,0,0,0,-14.79603,-39.03363
202501,NORDESTE,BA,GUANAMBI,,2804034,HOSPITAL GERAL DE GUANAMBI,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA JOSE HUMBERTO NUNES,1750,HOSPITAL,PARAISO,46430000,(77) 34516060,,210,181,30,20,20,10,0,0,10,10,0,0,0,0,-14.2137908726362,-42.7649581432343
202501,NORDESTE,BA,ITABERABA,,2862301,HOSPITAL REGIONAL JADIEL ALMEIDA MASCARENHAS,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AVENIDA BRIGADEIRO EDUARDO GOMES,600,PREDIO,CENTRO,46880000,,,70,60,10,0,10,0,0,0,0,0,0,0,0,0,-12.5291475,-40.3101606
202501,NORDESTE,BA,SALVADOR,,2875802,HOSPITAL MATER DEI S A SALVADOR,HOSPITAL MATER DEI S A,E,5,HOSPITAL GERAL,2046,HOSPITAL_PRIVADO,VASCO DA GAMA,6783,,ENGENHO VELHO DA FED,40221500,71-3330-7130,DIRETORIA.SALVADOR@MATERDEI.COM.BR,145,0,40,0,20,0,10,0,10,0,0,0,0,0,-12.99413585,-38.49908347
202501,NORDESTE,BA,FEIRA DE SANTANA,,3037495,HOSPITAL EMEC,EMEC EMPREENDIMENTOS MEDICO CIRURGICOS LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AV GETULIO VARGAS,1186,,CENTRO,44020260,(75) 3616 8000,karyna.moraes@materdei.com.br,150,0,30,0,20,0,0,0,10,0,0,0,0,0,-12.2552293,-38.9541605
202501,NORDESTE,BA,SANTO ANTONIO DE JESUS,,3042413,HOSPITAL INCAR,INCAR MEDICINA E SAUDE LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,BARROS E ALMEIDA,409,,SAO CRISTOVAO,44440808,71 21075810,PROCURADORIA@DMFCONTABILIDADE.COM.BR,52,0,18,0,18,0,0,0,0,0,0,0,0,0,-12.964189,-39.2579287
202501,NORDESTE,BA,BARRA,,3048209,HOSPITAL SANTA RITA,FUNDACAO ABM DE PESQ E EXTENSAO NA AREA DA SAUDE FABAMED,D,5,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,RUA SAO JOAO,S/N,,SAO JOAO,47100000,7436622449,administrativo@fabamed.org.br,78,78,10,10,10,10,0,0,0,0,0,0,0,0,-11.0809823,-43.1396333
202501,NORDESTE,BA,ITABERABA,,3245500,HOSPITAL DA CHAPADA,HOSPITAL DA CHAPADA EMPREENDIMENTOS MEDICO HOSPITALARES LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AV BRIGADEIRO EDUARDO GOMES,189,PREDIO,CENTRO,46880000,(75)32517111,dulci.hc@hotmail.com,92,74,25,10,25,10,0,0,0,0,0,0,0,0,-12.529646,-40.3099144
202501,NORDESTE,BA,LAURO DE FREITAS,,3260801,HOSPITAL AEROPORTO,HOSPITAL ESPERANCA SA,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,AV SANTOS DUMONT KM2,2028,ESTRADA DO COCO,CENTRO,42702400,(71) 3288- 8100/8120,administracao@hospitalaeroporto.com.br,70,0,20,0,20,0,0,0,0,0,0,0,0,0,-12.901953,-38.333139
202501,NORDESTE,BA,LUIS EDUARDO MAGALHAES,,3271110,HOSPITAL E MATERINIDADE SILVESTRE,HOSPITAL E MATERINIDADE SILVESTRE LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AV BRASILIA,231,,CENTRO,47850057,(77)3628 7499,adm@hospitalsilvestre.com.br,95,62,16,0,10,0,0,0,0,0,2,0,4,0,-12.08978,-45.80324
202501,NORDESTE,BA,FEIRA DE SANTANA,,3344320,HOSPITAL UNIMED DE FEIRA DE SANTANA,UNIMED BAIA DE TODOS OS SANTOS COOPERATIVA DE TRABALHO MEDIC,M,5,HOSPITAL GERAL,2143,HOSPITAL_PRIVADO,JOAO DURVAL CARNEIRO,3706,TERREO,CASEB,44052064,,CONTABIL@UNIMEDFS.COM.BR,151,0,20,0,20,0,0,0,0,0,0,0,0,0,-12.2588444,-38.9580546
202501,NORDESTE,BA,FEIRA DE SANTANA,,3381412,HOSPITAL SANTA EMILIA,HOSPITAL SANTA EMILIA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,DOMINGOS BARBOSA DE ARAUJO,1093,,PONTO CENTRAL,44075095,75 36230233,isabella.araujo@maternidadesantaemilia.com.br,77,0,26,0,10,0,0,0,16,0,0,0,0,0,-12.2527661,-38.9586367
202501,NORDESTE,BA,FEIRA DE SANTANA,,3401928,HOSPITAL SAO MATHEUS,HOSPITAL E CLINICA SAO MATHEUS LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AV GETULIO VARGAS,1029,SEDE,CENTRO,44020260,(75)36168858,sergio.cs@uol.com.br,55,0,6,0,6,0,0,0,0,0,0,0,0,0,-12.2558546,-38.955802
202501,NORDESTE,BA,BARREIRAS,,3563308,HOSPITAL CENTRAL DE BARREIRAS,HOSPITAL CENTRAL DE BARREIRAS LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,GUADALAJARA,203,LOTE 1 2 3 4 5 8 9 1,VILA DULCE,47800271,77 36123201,ADMINISTRATIVO@CHB.NET.BR,50,30,10,0,10,0,0,0,0,0,0,0,0,0,-12.142690202874,-44.9959657073948
202501,NORDESTE,BA,SALVADOR,,3616673,COT,CLINICA ORTOPEDICA E TRAUMATOLOGICA S A,M,7,HOSPITAL ESPECIALIZADO,2054,HOSPITAL_PRIVADO,RUA JOAO DAS BOTAS,28,,CANELA,40110160,(71) 2102-4400,,67,0,11,0,11,0,0,0,0,0,0,0,0,0,-12.9904035,-38.5201689
202501,NORDESTE,BA,CANDEIAS,,3791130,UNIDADE MEDICA INTEGRADA UMI CMH,CENTRO DE MEDICINA HUMANA SC LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RODOVIA BA 522,S/N,,DISTRITO INDUSTRIAL,43813300,7136057100/981718150,comercial@hospitalmedicinahumana.com.br,64,36,20,15,20,15,0,0,0,0,0,0,0,0,-12.67249,-38.551
202501,NORDESTE,BA,SALVADOR,,3813436,FBC,FUNDACAO BAHIANA DE CARDIOLOGIA,M,5,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,DAS HORTENCIAS,326,,ITAIGARA,41810010,71 21028500,SEC.PRESIDENCIA@FBC.BA.COM.BR,43,0,9,0,9,0,0,0,0,0,0,0,0,0,-12.9942188556099,-38.4582424163818
202501,NORDESTE,BA,SALVADOR,,3814378,CARDIO PULMONAR DA BAHIA,HOSPITAL ESPERANCA SA,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,ANITA GARIBALDI,002199,EDIF HOSPITAL,ONDINA,40170130,71 30329208,fiscalcontroladoria@rededor.com.br,128,0,49,0,49,0,0,0,0,0,0,0,0,0,-12.9937794,-38.5084287
202501,NORDESTE,BA,CAMACARI,,3821978,MATERNIDADE REGIONAL DE CAMACARI,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,7,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,RUA PRINCIPAL,S/N,,JARDIM LIMOEIRO,42802580,,,105,80,10,0,0,0,0,0,10,0,0,0,0,0,-12.7023535,-38.3024191
202501,NORDESTE,BA,SALVADOR,,3827992,HOSPITAL DA BAHIA,HBA S A ASSISTENCIA MEDICA E HOSPITALAR,E,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,AVENIDA PROFESSOR MAGALHAES NETO,1541,,PITUBA,41810011,(71) 2109-1000,hospitaldabahia@hospitaldabahia.com.br,289,31,150,0,129,0,0,0,0,0,0,0,21,0,-12.98773745,-38.4507225722608
202501,NORDESTE,BA,ILHEUS,,3906787,HOSPITAL DE ILHEUS,HOSPITAL DE ILHEUS LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,DOUTOR ANTONIO VIANNA,S/N,,CIDADE NOVA,45652140,73 21014200,secretaria@hospitaldeilheus.com.br,85,23,12,2,12,2,0,0,0,0,0,0,0,0,-14.7865582310579,-39.0341234207153
202501,NORDESTE,BA,PAULO AFONSO,,3948684,HOSPITAL NUCLEO VIDA BTN,NUCLEO VIDA ASSISTENCIA MEDICA LTDA,D,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,DOM VITAL,S/N,QUADRAJ1,CARDEAL BRANDAO VILE,48610444,75 32812827,ADMNUCLEOVIDA@GMAIL.COM,54,22,10,0,10,0,0,0,0,0,0,0,0,0,-9.4493919,-38.2246506
202501,NORDESTE,BA,SALVADOR,,3956369,MATERNIDADE PROFESSOR JOSE MARIA DE MAGALHAES NETO,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,7,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,MARQUES DE MARICA,S/N,SEM NUMERO,PAU MIUDO,40310740,7132568600,,301,261,63,63,15,15,0,0,48,48,0,0,0,0,-12.971,-38.511
202501,NORDESTE,BA,BARREIRAS,,3972925,HOSPITAL DO OESTE,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA DO ANTIGO AEROPORTO,1264,QUADRA NI LOTE NI,SAO PEDRO,47810894,(77)3612-9400,marina.barbizan@irmadulce.org.br,344,331,47,34,30,20,7,7,10,7,0,0,0,0,-12.1254949868657,-45.0005149841309
202501,NORDESTE,BA,BOM JESUS DA LAPA,,4022718,HOSPITAL MUNICIPAL CARMELA DUTRA,MUNICIPIO DE BOM JESUS DA LAPA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA MANOEL NOVAIS,1022,,CENTRO,47600000,(77)34814215,cadsecbjl@yahoo.com.br,142,117,20,10,10,10,0,0,10,0,0,0,0,0,-13.2578870422155,-43.4158444404602
202501,NORDESTE,BA,IRECE,,4026896,HOSPITAL REGIONAL DR MARIO DOURADO SOBRINHO,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,PRACA TEODORO SAMPAIO,S/N,CENTRO,CENTRO,44860135,(74)36887700,ingrid.silva@irmadulce.org.br,186,161,30,20,20,10,0,0,10,10,0,0,0,0,-11.31281,-41.863479
202501,NORDESTE,BA,JUAZEIRO,,4028155,HOSPITAL REGIONAL DE JUAZEIRO,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,TRAVESSA DO HOSPITAL,S/N,,SANTO ANTONIO,48903060,(74) 21022850,juliete.olimpio@irmadulce.org.br9,180,180,40,40,40,40,0,0,0,0,0,0,0,0,-9.41394,-40.51079
202501,NORDESTE,BA,PARIPIRANGA,,4309782,INASP,INSTITUTO NACIONAL DE APOIO AO SERVICO PUBLICO INASP,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,02 DE JULHO,334,1 ANDAR SALA 04,CENTRO,48430009,75 99566304,ORTACHPINTO@HOTMAIL.COM,101,0,50,0,20,0,0,0,30,0,0,0,0,0,-10.0,-37.0
202501,NORDESTE,BA,SALVADOR,,4446321,HOSPITAL ORTOPEDICO DO ESTADO DA BAHIA,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,7,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,AVENIDA SILVEIRA MARTINS,S/N,CABULA,CABULA,41150000,,,212,182,30,0,20,0,10,0,0,0,0,0,0,0,-12.971,-38.511
202501,NORDESTE,BA,FEIRA DE SANTANA,,4506472,RAFAH REDE HOSPITALAR,RAFAH REDE HOSPITALAR LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,DOMINGOS BARBOSA DE ARAUJO,727,,CENTRO,44001280,75 36234488,JURIDICO@ASFICOL.COM,53,52,1,0,0,0,0,0,1,0,0,0,0,0,-12.2529207,-38.9517367
202501,NORDESTE,BA,TEIXEIRA DE FREITAS,,4578732,HOSPITAL REGIONAL COSTA DAS BALEIAS,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AVENIDA JOAO PAULO II,S/N,,VILA CARAIPE,45990090,,faturamentohecb.iff@gmail.com,180,176,30,30,20,20,10,10,0,0,0,0,0,0,-17.5494854073039,-39.7305965423584
202501,NORDESTE,BA,LUIS EDUARDO MAGALHAES,,4607767,HOSPITAL MUNICIPAL MIRIAM SILVA SOUZA BORGES,HOSPITAL GERAL DE LUIS EDUARDO MAGALHAES,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA BRASILIA,S/N,,MIMOSO I,47850057,,saude@pmlem.gov.ba.br,112,92,20,0,10,0,0,0,10,0,0,0,0,0,-12.08449,-45.804156
202501,NORDESTE,BA,LUIS EDUARDO MAGALHAES,,4644360,OESTE UTI,OESTE HEALTHCARE SAUDE LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,BRASILIA,231,,CENTRO,47850059,77 99929127,ADM@HOSPITALSILVESTRE.COM.BR,11,1,10,0,10,0,0,0,0,0,0,0,0,0,-12.08978,-45.80324
202501,NORDESTE,BA,ALAGOINHAS,,4736346,HOSPITAL MATERNO INFANTIL DE ALAGOINHAS,LIGA ALVARO BAHIA CONTRA A MORTALIDADE INFANTIL,M,7,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,TERMINAL RODOVIARIO,S/N,,JAMBEIRO,48007828,71 99491170,DENILSON.COSTA@LABCMI.ORG.BR,45,41,4,0,0,0,0,0,4,0,0,0,0,0,-12.1500130051315,-38.4015297889709
202501,NORDESTE,BA,TEIXEIRA DE FREITAS,,5005027,HOSPITAL MUNICIPAL SAGRADA FAMILIA,PREFEITURA MUNICIPAL DE TEIXEIRA DE FREITAS,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV PRESIDENTE GETULIO VARGAS,3197,,BELA VISTA,45985200,73 32912763,,129,124,20,16,0,0,0,0,20,16,0,0,0,0,-17.54162,-39.73309
202501,NORDESTE,BA,CATU,,5136385,HOSPITAL AGNUS DEI,HOSPITAL AGNUS DEI LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,PRACA LOURENCO OLIVIERI,43,PREDIO,CENTRO,48110000,(71)36418250,hildete.fonseca@hospitalagnusdei.com.br,41,0,8,0,8,0,0,0,0,0,0,0,0,0,-12.353857,-38.376993
202501,NORDESTE,BA,SALVADOR,,5407591,HOSPITAL SANTO AMARO,FUNDACAO JOSE SILVEIRA,M,5,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,CAMPO SANTO,S/N,,FEDERACAO,40210320,71 35045713,contabilidade@fjs_com.br,98,0,24,0,5,0,0,0,19,0,0,0,0,0,-12.971,-38.511
202501,NORDESTE,BA,FEIRA DE SANTANA,,5552842,SOBABY,HOSPITAL SOBABY LTDA,M,7,HOSPITAL ESPECIALIZADO,2240,HOSPITAL_PRIVADO,RUA CASTRO ALVES,822,,CENTRO,44001648,,,19,0,8,0,0,0,8,0,0,0,0,0,0,0,-12.2552102,-38.9614034
202501,NORDESTE,BA,FEIRA DE SANTANA,,6237088,BAMBINO EMERGENCIA,UNIDADE PEDIATRICA DE FEIRA DE SANTANA LTDA,D,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,JURACY MAGALHAES,782,,PONTO CENTRAL,44075115,75 36032922,adm@babinopediatria.com.br,28,0,6,0,0,0,6,0,0,0,0,0,0,0,-12.2577126,-38.955783
202501,NORDESTE,BA,SANTO ANTONIO DE JESUS,,6414702,HOSPITAL REGIONAL DE SANTO ANTONIO DE JESUS,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA COSME E DAMIAO,S/N,,ANDAIA,44434040,07531621400,iff.hrsaj@gmail.com,150,150,20,20,20,20,0,0,0,0,0,0,0,0,-12.9802674671459,-39.2814284563065
202501,NORDESTE,BA,SALVADOR,,6558143,HOSPITAL TEREZA DE LISIEUX,HAPVIDA ASSISTENCIA MEDICA S A,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,ANTONIO CARLOS MAGALHAES,2408,OUTROS N A,PITUBA,41800700,85 40023633,FISCAL@HAPVIDA.COM.BR,68,0,25,0,12,0,3,0,10,0,0,0,0,0,,
202501,NORDESTE,BA,SALVADOR,,6595197,HOSPITAL DO SUBURBIO,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA MANUEL LINO,141,,PERIPERI,40726390,(71)32178600,,313,313,70,70,60,60,10,10,0,0,0,0,0,0,-12.8644392237858,-38.4565687179565
202501,NORDESTE,BA,FEIRA DE SANTANA,,6602533,HOSPITAL ESTADUAL DA CRIANCA,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,7,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,AV EDUARDO FROES DA MOTA,01,,35 BI,44020260,75 36020300,contasmedicas.hec@gmail.com,266,206,70,40,10,10,30,20,30,10,0,0,0,0,-12.2304333,-38.9654602
202501,NORDESTE,BA,PORTO SEGURO,,6659772,NEUROCCOR,HES HOSPITAL DE ESPECIALIDADES DA SAUDE LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,PERO VAZ DE CAMINHA,236,A,CENTRO,45810000,32885117,faturamentoneuroccor2@gmail.com,72,43,10,10,10,10,0,0,0,0,0,0,0,0,-16.4490043582436,-39.0648132562637
202501,NORDESTE,BA,JEQUIE,,6923356,SANTA CASA DE MISERICORDIA SAO JUDAS TADEU,FUNDACAO JOSE SILVEIRA,D,7,HOSPITAL ESPECIALIZADO,3069,HOSPITAL_FILANTRÓPICO,AVENIDA CARLOS AGUIAR RIBEIRO,S/N,LOTM SAO JUDAS TADEU,SAO JOSE,45204071,73-35288109,mario.mullem@fjs.org.br,85,80,14,14,0,0,0,0,14,14,0,0,0,0,-13.8340796061061,-40.0812149047852
202501,NORDESTE,BA,SALVADOR,,7057385,NUCLEO DE MEDICINA DA BAHIA,NUCLEO DE MEDICINA DA BAHIA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,LADEIRA DO ARCO,01,,BARBALHO,40301146,(71) 3111-1028,"fatima.insbot@oi.com.br, nucleoinsbot@oi.com.br",12,0,5,0,5,0,0,0,0,0,0,0,0,0,-12.9684904,-38.5031598
202501,NORDESTE,BA,SALVADOR,,7160488,INSTITUTO DE NEFROLOGIA ALAYDE COSTA,SANTA CASA DE MISERICORDIA DE RUY BARBOSA,E,7,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,DA TEREZINHA,S/N,,ALTO DA TEREZINHA,40711060,71 3401-9095,faturamento.inac@scmrb.org.br,102,102,20,20,20,20,0,0,0,0,0,0,0,0,-13.0090945943167,-38.4813952445984
202501,NORDESTE,BA,CAETITE,,7319770,HOSPITAL MUNICIPAL DR RICARDO DE TADEU LADEIA,PREFEITURA MUNICIPAL DE CAETITE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,CYNTHIA LOPES ABREU MARQUES,S/N,,RANCHO ALEGRE,46400000,7734543898,saudecaetite@yahoo.com.br/hmc@fgsaude.org,100,100,20,20,20,20,0,0,0,0,0,0,0,0,-14.069,-42.475
202501,NORDESTE,BA,ILHEUS,,7518846,ISCJ INSTITUTO SAGRADO CORACAO DE JESUS,INSTITUTO SAGRADO CORACAO DE JESUS,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RAMIRO CASTRO,214,,CENTRO,45653610,73 32222039,CONTABILIDADE1@HOSPITALVIDA.COM.BR,59,41,12,0,12,0,0,0,0,0,0,0,0,0,-14.79332,-39.04318
202501,NORDESTE,BA,TEIXEIRA DE FREITAS,,7823207,SULMED,SULMED ASSISTENCIA MEDICA HOSPITALAR LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AV PRESIDENTE GETULIO VARGAS,2752,,BELA VISTA,45990289,073 32918088,sulmeduti@gmail.com,10,0,10,0,10,0,0,0,0,0,0,0,0,0,-17.538559990587,-39.7205114364624
202501,NORDESTE,BA,SEABRA,,9383298,HOSPITAL REGIONAL DA CHAPADA,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AVENIDA FRANCISCO COSTA,S/N,,VASCO FILHO,46900000,7533319400,,96,92,10,10,10,10,0,0,0,0,0,0,0,0,-12.41713,-41.77049
202501,NORDESTE,BA,ILHEUS,,9388133,HOSPITAL REGIONAL COSTA DO CACAU,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RODOVIA JORGE AMADO,S/N,BA415,BANCO DA VITORIA,45661200,73 32355300,,184,175,30,30,30,30,0,0,0,0,0,0,0,0,-14.789,-39.049
