COMP,REGIAO,UF,MUNICIPIO,MOTIVO_DESABILITACAO,CNES,NOME_ESTABELECIMENTO,RAZAO_SOCIAL,TP_GESTAO,CO_TIPO_UNIDADE,DS_TIPO_UNIDADE,NATUREZA_JURIDICA,DESC_NATUREZA_JURIDICA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NO_EMAIL,LEITOS_EXISTENTES,LEITOS_SUS,UTI_TOTAL_EXIST,UTI_TOTAL_SUS,UTI_ADULTO_EXIST,UTI_ADULTO_SUS,UTI_PEDIATRICO_EXIST,UTI_PEDIATRICO_SUS,UTI_NEONATAL_EXIST,UTI_NEONATAL_SUS,UTI_QUEIMADO_EXIST,UTI_QUEIMADO_SUS,UTI_CORONARIANA_EXIST,UTI_CORONARIANA_SUS
202501,NORDESTE,BA,IRECE,,2532751,HOSPITAL GERAL SAO PAULO,HOSPITAL SAO PAULO LTDA ME,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA MATO GROSSO,101,,FORUM,44864250,7436413299,HOSPIRECE@HOTMAIL.COM,6,3,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,DIAS D'AVILA,,2532891,PROMATER DIAS DAVILA,PROMATER POLICLINICA E MATERNIDADE,M,5,HOSPITAL GERAL,2240,HOSPITAL_PRIVADO,RUA LAURO DE FREITAS,12,,CENTRO,42850000,(71)3648-3750,administracao@hospitalpromater.com.br,32,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,MACAUBAS,,2533057,HOSPITAL ANTENOR ALVES DA SILVA,MUNICIPIO DE MACAUBAS,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ANTONIO ALFREDO SOUZA FILHO,331,PREDIO,CENTRO,46500000,(77)34731221,SAUDEMACAUBAS23@GMAIL.COM,51,51,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IRECE,,2533162,HOSPITAL GERAL SANTA LUZIA,HOSPITAL GERAL SANTA LUZIA LTDA,M,5,HOSPITAL GERAL,2240,HOSPITAL_PRIVADO,RUA 7 DE SETEMBRO,70,,CENTRO,44860107,(74)6413794,,10,10,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IRECE,,2533219,HOSPITAL AMI,HOSPITAL DE ATENDIMENTOS MEDICOS DE IRECE LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AVENIDA CARAIBAS,285,PREDIO,CENTRO,44860089,74 36420400,contato@hospitalami.com.br,28,19,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JUCURUCU,,2533413,HOSPITAL MUNICIPAL DE JUCURUCU,MUNICIPIO DE JUCURUCU,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA MANOEL RODRIGUES DA SILVA,26,,CALIFORNIA,45834000,(73) 6622014,cpditamaraju@gmail.com,25,25,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,PAULO AFONSO,,2533480,HOSPITAL NAIR ALVES DE SOUZA,MUNICIPIO DE PAULO AFONSO,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,DAS CARAIBEIRAS,S/N,,GENERAL DUTRA,48607010,81 32292352,saudepa@gmail.com,134,127,4,0,0,0,0,0,4,0,0,0,0,0
202501,NORDESTE,BA,RIACHO DE SANTANA,,2549182,HOSPITAL MUNICIPAL E MATERNIDADE AMALIA COUTINHO,MUNICIPIO DE RIACHO DE SANTANA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA JUSCELINO KUBITSCHEK,270,,CENTRO,46470000,7734572767,secsauderiacho@hotmail.com,60,60,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,PAULO AFONSO,,2549905,HOSPITAL DE PAULO AFONSO,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA WILSON PEREIRA,155,PREDIO,BTN3,48601000,(75)36921755,recepcao.hrpa@irmadulce.org.br,60,60,10,10,10,10,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,SAO DESIDERIO,,2550032,HOSPITAL E MATERNIDADE NOSSA SENHORA APARECIDA,MUNICIPIO DE SAO DESIDERIO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,QUADRA B,S/N,,FELISBERTO,47821000,(77)36232100,tecnologia@saodesiderio.ba.gov.br,31,31,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ACAJUTIBA,,2550393,CENTRO DE APOIO A ATENCAO BASICA DR WALDIR PIRES,PREFEITURA MUNICIPAL DE ACAJUTIBA,D,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,PRACA BOSQUE DA SAUDADE,S/N,,CENTRO,48360000,(75)3434-3269,,8,8,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,COTEGIPE,,2550407,CENTRO MEDICO SANTA CRUZ,MUNICIPIO DE COTEGIPE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA BARAO DE COTEGIPE,S/N,,VISTA VERDE,47903110,(77)36212159,leonardoalvesdasilva21@gmail.com,14,14,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JEQUIE,,2550555,HOSPITAL SANTA HELENA,ETERNA SOCIEDADE ANONIMA,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,RUA ABILIO PROCOPIO FERREIRA,64,,CENTRO,45200403,7335268300,adm@hospitalsantahelena.org,47,3,7,3,7,3,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,EUNAPOLIS,,2556502,HOSPITAL RAMOS,HOSPITAL JOSE RAMOS NETO LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AVENIDA RUI BARBOSA,62,,CENTRO,45820280,(73)3281-1337,hospramos@uol.com.br,113,10,20,0,10,0,5,0,5,0,0,0,0,0
202501,NORDESTE,BA,ITAMARAJU,,2556847,HOSPITAL MUNICIPAL DE ITAMARAJU,MUNICIPIO DE ITAMARAJU,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA FREI JEREMIAS NOVO PRADO,S/N,TERREO,NOVO PRADO,45836000,,cpditamaraju@gmail.com,85,85,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,MORTUGABA,,2557088,HOSPITAL SANTO ANTONIO,MUNICIPIO DE MORTUGABA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DALVINA MIRANDA,11,TERREO,CENTRO,46290000,(77)34642132,mortugaba.datasuss@gmail.com,24,24,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CAETITE,,2557118,HOSPITAL REGIONAL E MATERNIDADE SANTANA DE CAETITE,FUNDACAO HOSPITALAR SENHORA SANTANA,M,5,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,RUA QUINTINO BOCAIUVA,5,,CENTRO,46400000,(77)34541811,administracao@fundacaosenhorasantana.com.br,79,55,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JUAZEIRO,,2557509,PROMATRE DE JUAZEIRO,HOSPITAL PROMATRE DE JUAZEIRO,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA DOUTOR PEDRO BORGES VIANA,22,PREDIO,CENTRO,48903495,(74)3611 7225,promatjuazeiro@veloxmail.com.b,110,108,13,11,6,5,0,0,0,0,0,0,7,6
202501,NORDESTE,BA,CANUDOS,,2597586,HOSPITAL MUNICIPAL GENARIO RABELO DE ALCANTARA,MUNICIPIO DE CANUDOS,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA HENOQUE CANARIO,S/N,,CENTRO,48520000,(75)494 2139,mariadefatimalopescanarioserrao@yahoo.com.br,41,41,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CANSANCAO,,2597594,HOSPITAL MUNICIPAL SENHORA SANTANA,PREFEITURA MUNICIPAL DE CANSANCAO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA LUIZ GOMES BURAQUEIRA,S/N,,CENTRO,48840000,(75)3274-1346,smscansancao@gmail.com,58,58,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CONCEICAO DO COITE,,2598183,HOSPITAL PORTUGUES UNIDADE REGIONAL DE C DO COITE,REAL SOCIEDADE PORTUGUESA BENEF 16 DE SETEMBRO,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA OTAVIO MANGABEIRA,333,TERREO,CENTRO,48730000,75 3262 7750,hpregional@hportugues.com.br,47,47,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,VALENTE,,2598191,HOSPITAL MUNICIPAL JOSE MOTA ARAUJO,MUNICIPIO DE VALENTE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA PRESIDENTE COSTA E SILVA,S/N,,CENTRO,48890000,(75)2632248,valentesaude@hotmail.com,32,32,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CONCEICAO DO COITE,,2598205,UNIDADE MATERNO INFANTIL DE COITE,MUNICIPIO DE CONCEICAO DO COITE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA PRESIDENTE COSTA E SILVA,S/N,CASA,CENTRO,48730000,(75)3262 7800,cpdcoite@gmail.com,49,49,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ARACI,,2598213,HOSPITAL MUNICIPAL NOSSA SENHORA DA CONCEICAO,MUNICIPIO DE ARACI,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA AMERINO OLIVEIRA LIMA,208,CASA,CENTRO,48760000,(75)2662113,saudearaci@bol.com.br,48,48,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,QUIJINGUE,,2598221,HOSPITAL DOUTOR EDENIVALDO CARDOSO DA SILVA JUNIOR,FUNDO MUNICIPAL DESAUDE DE QUIJINGUE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA CASTRO ALVES,319,,CENTRO,48830000,(75)33872380,,18,18,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CONCEICAO DO JACUIPE,,2600609,HOSPITAL MUNICIPAL DR ANTONIO CARLOS MAGALHAES,PREFEITURA MUNICIPAL DE CONCEICAO DO JACUIPE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,ROD BR 084,S/N,,CENTRO,44245000,(75) 32431929,hospitalacmcj@outlook.com,50,50,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,PONTO NOVO,,2600714,UNIDADE HOSPITALAR NOSSA SENHORA DE FATIMA,MUNICIPIO DE PONTO NOVO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA SAO JORGE,S/N,TERREO,CENTRO,44755000,(74) 36771387,saudepontonovo@gmail.com,31,31,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,PRESIDENTE TANCREDO NEVES,,2600730,HOSPITAL MATERNIDADE LUIS EDUARDO MAGALHAES,MUNICIPIO DE PRESIDENTE TANCREDO NEVES,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA HEITOR GUEDES DE MELLO,S/N,CASA,GINASIO,45416000,07335401003,hospitalptn@yahoo.com.br,17,17,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,MARACAS,,2600854,HOSPITAL MUNICIPAL DR ALVARO BEZERRA,PREFEITURA MUNICIPAL DE MARACAS,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DES JULIO VIRGINIO,65,,CENTRO,45360000,(73)35332132,fundosaudemaracas2013@gmail.com,45,45,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,POTIRAGUA,,2600935,HOSPITAL E MATERNIDADE DE POTIRAGUA,MUNICIPIO DE POTIRAGUA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA TRANQUILINA FERRAZ,01,,JOAQUIM SALES,45790000,(73)32852140,secsaudepoti@hotmail.com,21,21,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,BARRO PRETO,,2601079,HOSPITAL NOSSA SENHORA DA CONCEICAO,MUNICIPIO DE BARRO PRETO,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA OSORIO BATISTA,88,,CENTRO,45625000,(73)2491134,,9,9,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,PLANALTO,,2601117,HOSPITAL MUNICIPAL NILTON FERREIRA DOS SANTOS,MUNICIPIO DE PLANALTO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV 15 DE NOVEMBRO,001,,CENTRO,45190000,774342561,smsplanalto@hotmail.com,59,59,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IBITITA,,2601397,CENTRO MEDICO DE IBITITA,CENTRO MEDICO DE IBITITA,D,5,HOSPITAL GERAL,2240,HOSPITAL_PRIVADO,RUA JOSE JUSTINIANO DA SILVA DOURADO,14,,CENTRO,44960000,(74)6521177,,32,31,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,JAGUARARI,,2601400,HOSPITAL MUNICIPAL DE JAGUARARI,MUNICIPIO DE JAGUARARI,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA MARCOLINO DE BARROS,05,TERREO,CENTRO,48960000,(74)45414196,,32,32,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,SANTA BARBARA,,2601427,HOSPITAL MUNICIPAL ANTONIO ALVES MASCANHAS,MUNICIPIO DE SANTA BARBARA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA GOVERNADOR ANTONIO CARLOS MAGALHAES,S/N,,CENTRO,44150000,(75)32361116,cpdsesau17@gmail.com,10,10,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,RIACHAO DO JACUIPE,,2601567,HOSPITAL REGIONAL JOAO CAMPOS,IRMANDADE DE PROMOCAO A ASSISTENCIA SOCIAL E SAUDE IPAS,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,DR JOAO CAMPOS,26,TERREO,SEDE,44640000,,,37,35,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,MUTUIPE,,2601575,HOSPITAL MATERNIDADE CLELIA REBOUCAS,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA DE MUTUIPE,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA BARTOLOMEU CHAVES,S/N,,CENTRO,45480000,(75)36352078,,45,45,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,POCOES,,2601583,HOSPITAL SAO LUCAS,SOCIEDADE BENEFICENTE E AMPARO SOCIAL DE POCOES,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA OSVALDO CRUZ,259,,CENTRO,45260161,(77)34315248,hsldepocoes@yahoo.com.br,59,59,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITANHEM,,2601591,HOSPITAL MARIA MOREIRA LISBOA,PREFEITURA MUNICIPAL DE ITANHEM,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA VILA NOVA,269,,NOVA BRASILIA,45970000,(73) 2952595,hmml1988@hotmail.com,56,56,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,FEIRA DE SANTANA,,2601680,HOSPITAL DOM PEDRO DE ALCANTARA,SANTA CASA DE MISERICORDIA,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,PROFESSORA EDELVIRA DE OLIVEIRA,192,TERREO,CENTRO,44001032,75 36045500,PROVEDORIA@SANTACASAFSA.ORG.BR,168,152,24,12,24,12,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,PARATINGA,,2601702,HOSPITAL MUNICIPAL DE PARATINGA,MUNICIPIO DE PARATINGA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV MANOEL NOVAIS,436,,CENTRO,47500000,(77) 3664-2278,cnesparatinga@gmail.com,37,37,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CAMACAN,,2601710,HOSPITAL DR OSVALDO VALVERDE,FUNDACAO HOSPITALAR MATA ATLANTICA,D,5,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,COLINA DOS LARANJAIS,11,TERREO,CENTRO,45880000,,,66,66,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,XIQUE-XIQUE,,2601729,HOSPITAL JULIETA VIANA,SOCIEDADE ASSISTENCIAL DE XIQUEXIQUE,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA EROTIDES NOGUEIRA,786,,CENTRO,47403016,(74) 3661-1107,,93,89,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,RIACHAO DO JACUIPE,,2601737,FUSAS,FUNDACAO DE SAUDE E ASSISTENCIA SOCIAL DE R DO JACUIPE,D,5,HOSPITAL GERAL,1155,HOSPITAL_PÚBLICO,CONJUNTO HABITACAIONAL TANCREDO NEVES,S/N,TERREO,BARRA DO VENTO,44640000,75 992316979,diretoria@fusas.org,56,56,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CRAVOLANDIA,,2601753,HOSPITAL MUNICIPAL DE CRAVOLANDIA,MUNICIPIO DE CRAVOLANDIA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PCA LOMANTO JUNIOR,S/N,CASA,CENTRO,45330000,(73)35452055,fundosaudecravolandia@gmail.com,24,24,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITAGI,,2601761,CLINICA MUNICIPAL DE ITAGI,MUNICIPIO DE ITAGI,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA ALDEMIR CHAVES,274,,JARDIM DE ALAH,45230000,(73)5392187,hospitalitagi@hotmail.com,8,8,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CHORROCHO,,2601907,HOSPITAL MUNICIPAL GERAL MONICA SILVANY GOMES RAMOS DOS SANT,PREFEITURA MUNICIPAL DE CHORROCHO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA MAL CASTELO BRANCO,S/N,PREDIO,CENTRO,48660000,(75)34772132,saudechorrocho@yahoo.com.br,15,15,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,SAPEACU,,2602008,HOSPITAL DE CIRURGIAS DO RECONCAVO,INSTITUTO DE SAUDE BUBLICA INTEGRADA INSPI,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AVENIDA JOAQUIM BARRETO DE ARAUJO,S/N,PREDIO,CENTRO,44530000,7535045713,ivon.barbos@FJS.ORG.BR,50,50,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,QUEIMADAS,,2602032,HOSPITAL MUNICIPAL DR EDSON SILVA,MUNICIPIO DE QUEIMADAS,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA DA MATRIZ,S/N,PREDIO,CENTRO,48860000,(75) 6441323,SMSQUEIMADAS@HOTMAIL.COM,25,25,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CASTRO ALVES,,2602075,HOSPITAL DE CASTRO ALVES,MUNICIPIO DE CASTRO ALVES,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,URBIS I,S/N,,CENTRO,44500000,(75)35221410,,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITAPARICA,,2602083,HOSPITAL GERAL DE ITAPARICA,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,ESTRADA DA RODAGEM,S/N,KM 06,KM 06,44460000,(7136318400,leonicereginabranca@gmail.com,52,52,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IBICARAI,,2602105,HOSPITAL MUNICIPAL ARLETE MARON DE MAGALHAES,PREFEITURA MUNICIPAL DE IBICARAI,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA MARECHAL RONDOM,S/N,,CENTRO,45745000,(73) 32422264,ibisaude@ig.com.br,35,32,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IBOTIRAMA,,2602121,HOSPITAL REGIONAL DO VELHO CHICO,PREFEITURA MUNICIPAL DE IBOTIRAMA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV J K,S/N,,SAO FRANCISCO,47520000,7736981212,direcaohrvc@ibotirama.ba.gov.br,50,50,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IBIRATAIA,,2602172,HOSPITAL ANTONIO FIRMO LEAL,FUNDACAO HOSPITALAR DE IBIRATAIA,D,5,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,RUA BOM JESUS,86,,MASSARANDUBA,45580000,(73)5372222,fh_ibirataia@yahoo.com.br,60,60,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,AGUA FRIA,,2602202,HOSPITAL MATERNIDADE LUIS EDUARDO MAGALHAES,MUNICIPIO DE AGUA FRIA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA ANTONIO SERGIO CARNEIRO,122,CASA,CENTRO,48170000,(75)294 2109,saudeaguafria.25@hotmail.com,20,20,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,LAJEDO DO TABOCAL,,2602210,HOSPITAL M ALVARO VASCONCELOS FAGUNDES,MUNICIPIO DE LAGEDO DO TABOCAL,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ESTADIO DO FAGUNDAO,S/N,CASA,ALVOLANDIA,45365000,(73) 35561225,nislajedo21@gmail.com,27,27,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,PAULO AFONSO,,2602490,CLINICA SANTA MONICA,CLINICA SANTA MONICA LTDA,M,5,HOSPITAL GERAL,2240,HOSPITAL_PRIVADO,AV APOLONIO SALES,406,PREDIO,CENTRO,48601208,(75) 32811386,csm@fallnet.com.br,14,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,DOM BASILIO,,2602563,HOSPITAL M DE DOM BASILIO MATERNIDADE DR MARILTON TANAJURA,MUNICIPIO DE DOM BASILIO,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DOM HELIO PASCOAL,S/N,PREDIO,CENTRO,46165000,(77)34482121,saudedombasilio@hotmail.com,24,24,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,CANAPOLIS,,2602571,HOSPITAL MUNICIPAL MAE SIMOA,MUNICIPIO DE CANAPOLIS,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV FAUSTINO DE QUEIROZ,S/N,PREDIO,CENTRO,47730000,,,24,24,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,RIACHAO DAS NEVES,,2602598,HOSPITAL MUNICIPAL DR HERCULANO FARIA NETO,MUNICIPIO DE RIACHAO DAS NEVES,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA RODRIGUES ALVES,S/N,,CENTRO,47970000,(77)36242137,smsriachao@bol.com.br,29,29,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,OLINDINA,,2602636,HOSPITAL MUNICIPAL MARIA SOCORRO NARCISO COELHO,MUNICIPIO DE OLINDINA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRINCESA ISABEL,S/N,,CENTRO,48470000,,,38,38,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,UBAITABA,,2602652,UNIAO COMUNITARIA DOS MEDICOS DA BAHIA,UNIAO COMUNITARIA DOS MEDICOS DA BAHIA UCMB,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA LOTEAMENTO BELA VISTA,S/N,,CENTRO,45545000,(73)2301011,contashospitalares_jolo@hotmail.com,67,67,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITAJUIPE,,2602814,HOSPITAL DR MONTIVAL LUCAS,ASSOCIACAO BENEFICENTE DE ITAJUIPE,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA FREI BENTO DE SOUZA,S/N,PREDIO,CENTRO,45630000,(73)32381001,,60,60,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,FEIRA DE SANTANA,,2602857,CASA DE SAUDE SANTANA,CASA DE SAUDE SANTANA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,SENHOR DOS PASSOS,538,,SEDE,44003144,,,41,41,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,SAO FELIX DO CORIBE,,2602865,AMED,POLICLINICA SANTA MARIA LTDA,M,5,HOSPITAL GERAL,2240,HOSPITAL_PRIVADO,TV ERNESTO GEISEL,13,,CENTRO,47665000,77 3483 1950,,27,0,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,ITAQUARA,,2602881,HOSPITAL MUNICIPAL DE ITAQUARA,MUNICIPIO DE ITAQUARA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DA MATRIZ,127,,CENTRO,45340000,(73) 35432149,scnesitaquara@gmail.com,20,20,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,FEIRA DE SANTANA,,2602938,HTO HOSPITAL GERAL,HOSPITAL DE TRAUMATOLOGIA E ORTOPEDIA LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AV GETULIO VARGAS,1412,,CENTRO,44020260,75 2101-1200,,171,36,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,SANTA RITA DE CASSIA,,2603012,HOSPITAL SANTA RITA DE CASSIA,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA CONSELHEIRO LUIZ VIANA,S/N,QUADRA 19,BNH,47150000,(77)6251420/36251421,helenildes.oliveira@irmadulce.org.br,24,24,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,IPIAU,,2603055,HOSPITAL GERAL DE IPIAU,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AV JOAO DURVAL CARNEIRO,S/N,,SANTANA,45570000,(73)35318418,,71,71,0,0,0,0,0,0,0,0,0,0,0,0
202501,NORDESTE,BA,FEIRA DE SANTANA,,2603063,HOSPITAL ESPECIALIZADO LOPES RODRIGUES,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,7,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,AV PRESIDENTE DUTRA,S/N,,CAPUCHINHOS,44076160,(75)36037544,helr.dirgeral@saude.ba.gov.br,70,70,0,0,0,0,0,0,0,0,0,0,0,0
